titulo,sinopse
Quando Margot Encontra Margot,"Paris, França. Após se esbarrarem em uma festa, Margot (Sandrine Kiberlain), de 45 anos, e Margot (Agathe Bonitzer), de 20 anos, percebem que são a mesma pessoa, com décadas de diferença. A partir de então, elas desenvolvem uma estranha amizade, na qual uma delas passa por momentos da vida que a outra já conhece; e a outra tenta auxiliar a mais nova a não cometer os mesmos erros desnecessários."
Um Funeral em Família,"Madea (Tyler Perry) e seus companheiros achavam que estavam indo para uma reunião de família como outra qualquer. Porém, tudo se transforma em um pesadelo quando de repente eles precisam planejar um funeral no meio de sua viagem a Georgia."
Bio - Construindo uma Vida,"Nascido em 1959 e morto em 2070, um homem tem uma patologia especial que não o permite mentir. Depois de sua morte, amigos e membros de sua família se reúnem para relembrar acontecimentos especiais pelos quais passaram juntos e que montam um interessante retrato da biografia do rapaz."
O Chalé é uma Ilha Batida de Vento e Chuva,"Após uma viagem para o Pará, a diretora Letícia Simões entrou em contato com o livro de Dalcídio Jurandir. O documentário é uma homenagem ao romancista, que, enquanto escrevia os livros que compõem sua saga de 10 volumes, subia e descia o Rio Tapajós de barco para trabalhar como inspetor de escola. "
Superação - O Milagre da Fé,"John Smith, um menino de 14 anos, passeava com a família em uma manhã de inverno no Lago St Louis, no Missouri, quando, acidentalmente, sofreu uma queda e se afogou. Chegando ao hospital, John foi considerado morto por mais de 60 minutos até que sua mãe, Joyce Smith, juntou todas as suas forças e pediu a Deus para que seu filho sobrevivesse. Sua prece poderosa foi responsável por um milagre inédito."
De Pernas pro Ar 3,"O sucesso da franquia Sex Delícia faz com que Alice (Ingrid Guimarães) rode o mundo, visitando os mais diversos países em uma correria interminável. Sem tempo para se dedicar à família, quem assume a casa é seu marido João (Bruno Garcia), que cuida dos filhos Paulinho (Eduardo Mello) e Clarinha (Duda Batista), de apenas seis anos. Cansada de tanta agitação, Alice decide se aposentar e entregar o comando dos negócios à sua mãe, Marion (Denise Weinberg). Porém, o surgimento de Leona (Samya Pascotto), uma jovem competidora, faz com que mude seus planos."
After,"Tessa Young (Josephine Langford) é uma jovem de 18 anos que acaba de ingressar na faculdade. De roupas recatadas e bastante ingênua, ela é apresentada ao mundo das festas através de sua colega de quarto, Steph (Khadijha Red Thunder), bem mais liberal. Logo conhece Hardin (Hero Fiennes Tiffin), um jovem rebelde que renega o amor, apesar de ter lido os principais romances sobre o tema. Aos poucos os dois se aproximam, iniciando uma ardente paixão."
Border,"Tina (Eva Melander) é uma policial que trabalha no aeroporto fiscalizando bagagens e passageiros. Depois de ser atingida por um raio na infância, ela desenvolveu uma espécie de sexto sentido, fazendo com que seja capaz de “ler as pessoas” apenas pelo o olhar. Isso sempre representou uma vantagem na sua profissão, mas tudo muda quando ela identifica um criminoso em potencial e não consegue achar provas para justificar sua intuição. Após o episódio, ela passa a questionar seu dom, ao mesmo tempo em que fica obcecada em descobrir qual o verdadeiro segredo de Vore (Eero Milonoff), seu único suspeito não legitimado."
Suspíria - A Dança do Medo,"Susie Bannion (Dakota Johnson), uma jovem bailarina americana, vai para a prestigiada Markos Tanz Company, em Berlim. Ela chega assim que Patricia (Chloë Grace Moretz) desaparece misteriosamente. Tendo um progresso extraordinário, com a orientação de Madame Blanc (Tilda Swinton), Susie acaba fazendo amizade com outra dançarina, Sara (Mia Goth), que compartilha com ela todas suas suspeitas obscuras e ameaçadoras."
Em Trânsito,"Quando Georg (Franz Rogowski) tenta fugir da França após a invasão nazista, ele rouba os manuscritos de um autor falecido e assume sua identidade. Preso em Marseille, acaba conhecendo Marie (Paula Beer), que está desesperada para encontrar seu marido desaparecido - o mesmo que ele está fingindo ser. Para complicar ainda mais, ele começa a se apaixonar por ela."
Los Silencios,"Amparo (Marleyda Soto) é mãe de dois filhos pequenos e está fugindo dos conflitos armados da Colômbia. Na tríplice fronteira do país com o Peru e o Brasil, ela e os meninos se abrigam em uma pequena ilha com casas de palafita no Rio Amazonas. No local, eles encontram o pai (Enrique Diaz), que supostamente estava morto."
Meditation Park,"Maria (Pei-Pei Cheng) e Bing (Tzi Ma) são um casal que imigraram de Hong Kong para o Canadá 40 anos atrás. Uma mãe, esposa e dona de casa dedicada sua vida toda, Maria se vê obrigada a procurar por independência quando sua realidade é balançada por encontrar roupas íntimas de outra mulher no bolso de seu marido."
Ayka,"Ayka (Samal Yeslyamova) é uma jovem de origem cazaque, que vive ilegalmente em Moscou. Ela dá à luz num hospital local, mas abandona o seu filho por medo de ser descoberta e deportada. Logo depois, ela enfrenta as complicações pós-parto, a fome, a solidão, a falta de emprego e a perseguição da máfia local, a quem deve dinheiro. Um dia, os mafiosos exigem que Ayka volte ao hospital, recupere o bebê e entregue a eles."
Horácio,"Durante um único dia, diversas figuras marginalizadas se cruzam pela cidade de São Paulo: um jogador sem talento, uma prostituta sem sorte, um capanga encontrando seu amor, um chefe autoritário, a filha dele, um agiota... Entre essas pessoas, um contrabandista de 80 anos de idade (Zé Celso) entra em desespero ao descobrir que o capanga por quem está apaixonado não o ama."
Primeiro Ano,"Benjamin (William Lebghil) acaba de se formar no ensino médio e está começando seu primeiro ano da faculdade de medicina. Já Antoine (Vincent Lacoste) está começando o primeiro ano pela terceira vez. Quando os dois se conhecem, uma amizade logo se forma e os dois se unem para enfrentar noites mal dormidas, um ambiente extremamente competitivo e a pressão das expectativas para seu futuro."
A Maldição da Chorona,"Na Los Angeles da década de 1970, uma assistente social criando seus dois filhos sozinha depois de ser deixada viúva começa a ver semelhanças entre um caso que está investigando e a entidade sobrenatural La Llorona. A lenda conta que, em vida, La Llorona afogou seus filhos e depois se jogou no rio, se debulhando em lágrimas. Agora ela chora eternamente, capturando outras crianças para substituir os filhos."
O Gênio e o Louco,"A história real de dois homens ambiciosos que tentam concluir um dos maiores projetos do mundo: a criação do Dicionário Oxford. Um deles é o Professor James Murray (Mel Gibson), que tomou a decisão de iniciar o compilado, em 1857, e o outro é Doutor W.C. Minor (Sean Penn), que contribuiu com mais de 10.000 verbetes para o dicionário estando internado em um hospício para criminosos. Os dois têm suas vidas ligadas pela loucura, genialidade e obsessão."
O Anjo,"Desde a adolescência, Carlos (Lorenzo Ferro) tem o hábito de invadir casas alheias, pelo simples prazer que o ato lhe dá. Às vezes ele leva algo para casa mas jamais para ganhar dinheiro, apenas para curtir o momento. Ao conhecer Ramón (Chino Darín) em sua nova escola, ele logo é apresentado a um universo mais profissional de crimes, já que o pai dele é veterano da área. Carlos logo se destaca pela ousadia nos crimes que comete, impulsionado pela atração que sente por Ramón. Com o tempo, a displicência com os demais faz com que cometa onze assassinatos e se torne um dos criminosos mais procurados da Argentina."
Vidas Duplas,"Um editor (Guillaume Canet) e um autor (Vincent Macaigne) enfrentam ao mesmo tempo a crise da meia idade, a revolução digital que abala o mercado editorial e imprevistas dificuldades em seus respectivos relacionamentos amorosos."
Cópias - De Volta à Vida,"Depois de um grave acidente de trânsito que matou toda a sua família, um neurocientista (Keanu Reeves) sente que perdeu o sentido da vida. Utilizando seu meio de trabalho, ele se torna obcecado em trazê-los de volta, mesmo que isso signifique desafiar boa parte do governo e, principalmente, as leis da física."
O Mau Exemplo de Cameron Post,"Flagrada pelo namorado transando com a melhor amiga em pleno baile de formatura, Cameron Post (Chloe Grace Moretz) é enviada pela tia para um centro religioso que afirma curar jovens atraídos pelo mesmo sexo, mas para se submeter ou não ao suposto tratamento, a adolescente precisa antes descobrir quem é de fato."
Amor até às Cinzas,"Datong, China, 2001. Uma bela e jovem dançarina chamada Qiao (Zhao Tao) está apaixonada por Bin (Fan Liao), um mafioso local. Durante uma briga entre gangues rivais, ela dispara uma arma para proteger seu namorado. Mas isso lhe dá cinco anos de prisão. Após sua liberação, ela vai procurar Bin para tentar começar tudo de novo."
Chuva é Cantoria na Aldeia dos Mortos,"Ihjãc é um jovem do povo Krahô, aldeia indígena localizada em Pedra Branca, no interior do Brasil. Depois de ser surpreendido pela visita do espírito de seu falecido pai, ele se sente na obrigação de organizar uma festa de fim de luto, comemoração tradicional da comunidade."
Jesus de Nazaré - O Filho de Deus,"Desde o celebrado momento do seu nascimento até a sua chegada em Jerusalém para ir de encontro com a crucificação, a história de Jesus de Nazaré foi um marco que perdura até hoje na forma como nos moldamos como sociedade. Pouco antes de cumprir seu destino na Terra, Jesus passa por um longo retiro de 40 dias pelo deserto da Judeia, atravessando diversos tipos de obstáculos, provações e tentações."
Santos de Todos os Gols,"O gol é o ápice de qualquer partida de futebol que se preze: o momento de euforia máxima esperado por qualquer equipe. E o time do Santos é conhecido por ser o recordista brasileiro que mais balançou as redes até hoje. Neste ensaio, ídolos como Pelé, Robinho e Serginho Chulapa contam como as suas sensações misturaram-se à própria história do Clube nos seus momentos mais importantes dentro e fora de campo."
Marcia Haydée - Uma Vida pela Dança,"Inserida no universo da dança desde os três anos, Márcia Haydée usou de seu talento para sair da realidade suburbana e migrar para a Europa, na intenção de perseguir o seu sonho. Após arriscar uma carreira internacional sem ter certeza do que estaria por vir, ela foi descoberta por um importante coreógrafo e passou a ser uma das bailarinas mais disputadas do mundo. Depois de sua aposentadoria, Márcia decidiu que não conseguiria viver sem se apresentar, e voltou para os palcos aos 62 anos."
Vingadores: Ultimato,"Após Thanos eliminar metade das criaturas vivas, os Vingadores precisam lidar com a dor da perda de amigos e seus entes queridos. Com Tony Stark (Robert Downey Jr.) vagando perdido no espaço sem água nem comida, Steve Rogers (Chris Evans) e Natasha Romanov (Scarlett Johansson) precisam liderar a resistência contra o titã louco."
